,Unnamed: 0,customer_email,transaction_id,order_id,payment_method_id,payment_method_registration_failure,payment_method_type,payment_method_provider,transaction_amount,transaction_failed,order_state
377,377,benjamin19@gmail.com,kcdt39ks,ln8bdx,i7h51ufsw,1,card,VISA 16 digit,47,0,fulfilled
397,397,ybrown@gmail.com,syutt7yx,cdt22w,vnrb9adla,0,card,Voyager,46,0,fulfilled
398,398,ybrown@gmail.com,zzg2ywpl,w936ae,4wf6hh0n2,0,card,VISA 16 digit,42,0,fulfilled
399,399,ybrown@gmail.com,0mnx24qs,xsg232,os6ezvnwg,0,card,JCB 16 digit,36,0,failed
400,400,ybrown@gmail.com,2obfozx3,1x9wie,os6ezvnwg,0,card,JCB 16 digit,10,1,fulfilled
401,401,ybrown@gmail.com,jauf6x87,1x9wie,os6ezvnwg,0,card,JCB 16 digit,10,0,fulfilled
402,402,vreyes@cruz.info,7pupat69,b1t6wl,gw4lq4cuy,0,card,VISA 13 digit,30,0,fulfilled
403,403,nicolekelly@hotmail.com,fkjd0vf6,qy4n1h,6rli0g8of,0,card,VISA 13 digit,42,0,fulfilled
404,404,barronelizabeth@singh.org,xggmoajo,2r16j4,duk5e3nae,0,card,JCB 16 digit,21,0,fulfilled
405,405,barronelizabeth@singh.org,54mziv51,fs5qr2,duk5e3nae,0,card,JCB 16 digit,16,0,fulfilled
406,406,barronelizabeth@singh.org,v2io6j5q,7p1kg7,iq66wkmk1,0,paypal,Voyager,39,0,fulfilled
407,407,barronelizabeth@singh.org,14s99io7,zrklm8,iq66wkmk1,0,paypal,Voyager,22,1,fulfilled
408,408,barronelizabeth@singh.org,l022kzwv,zrklm8,duk5e3nae,0,card,JCB 16 digit,22,0,fulfilled
409,409,phillip89@gmail.com,hpcl1rqn,m1ivme,0hxz5kbtr,0,card,JCB 15 digit,16,0,pending
410,410,phillip89@gmail.com,i5cw09zr,lbg7xt,0hxz5kbtr,0,card,JCB 15 digit,45,0,fulfilled
411,411,phillip89@gmail.com,5gbtznk4,6fzokb,0hxz5kbtr,0,card,JCB 15 digit,13,0,fulfilled
414,414,zgraham@yahoo.com,tyhoucmk,4pg8fk,l4w49qskr,0,apple pay,Voyager,42,0,fulfilled
415,415,zgraham@yahoo.com,82m0gkqr,0linjx,4lbflweug,0,card,Discover,43,1,fulfilled
416,416,zgraham@yahoo.com,cosa5rtj,9khtcz,ougmgyvof,0,card,Maestro,12,0,fulfilled
417,417,zgraham@yahoo.com,93wgj32w,3g1bbj,ougmgyvof,0,card,Maestro,11,1,fulfilled
418,418,zgraham@yahoo.com,trxn5ehm,3g1bbj,4lbflweug,0,card,Discover,11,0,fulfilled
419,419,pchavez@randolph.com,idhsbo74,iwzplu,3fsaflfv5,0,paypal,Maestro,39,0,fulfilled
424,424,smithtonya@huffman.org,mmxvwcnc,52gvak,1vwiez8vl,0,card,JCB 16 digit,32,0,fulfilled
425,425,smithtonya@huffman.org,wmqq0rhj,e7i8oe,1vwiez8vl,0,card,JCB 16 digit,35,0,fulfilled
426,426,smithtonya@huffman.org,qmywqxmq,dcu7qm,1vwiez8vl,0,card,JCB 16 digit,14,0,fulfilled
427,427,hamiltonchristopher@yahoo.com,gnhirhoy,xbxaz7,vwvzodhr2,0,card,JCB 15 digit,39,1,fulfilled
428,428,hamiltonchristopher@yahoo.com,s4fv6dqi,xbxaz7,2syymyhn2,0,card,VISA 16 digit,39,0,fulfilled
448,448,gomezjohn@yahoo.com,7w0n4z25,lwn8yr,n1ehjoa66,0,card,JCB 15 digit,43,0,pending
449,449,gomezjohn@yahoo.com,0h8u9mpm,q9mxer,n1ehjoa66,0,card,JCB 15 digit,16,0,failed
450,450,mullenstephanie@yahoo.com,lxpd7329,480xpp,rz8r1tr8s,0,paypal,Mastercard,12,0,fulfilled
451,451,mullenstephanie@yahoo.com,1zhxo5b4,w6jjuq,8ohzdp1ql,0,bitcoin,Diners Club / Carte Blanche,28,0,fulfilled
452,452,mullenstephanie@yahoo.com,6wvb00ik,5mwl8n,8ohzdp1ql,0,bitcoin,Diners Club / Carte Blanche,17,0,fulfilled
457,457,brianthomas@yahoo.com,srhoioko,81wxhb,9i0e5d5ex,0,card,JCB 16 digit,46,0,fulfilled
458,458,brianthomas@yahoo.com,sdx47g08,3e8psz,9i0e5d5ex,0,card,JCB 16 digit,24,0,fulfilled
459,459,brianthomas@yahoo.com,7d74oyac,3vp1ao,9i0e5d5ex,0,card,JCB 16 digit,39,1,pending
460,460,brianthomas@yahoo.com,7kx1329q,3vp1ao,9i0e5d5ex,0,card,JCB 16 digit,39,1,pending
461,461,brianthomas@yahoo.com,we3p9buz,3vp1ao,9i0e5d5ex,0,card,JCB 16 digit,39,0,pending
462,462,brianthomas@yahoo.com,k8k2d6kb,wyeexx,9i0e5d5ex,0,card,JCB 16 digit,49,0,fulfilled
464,464,joshua00@hotmail.com,7dmekh44,yimubh,29bqx7jkh,0,paypal,JCB 16 digit,11,0,fulfilled
465,465,joshua00@hotmail.com,rh1bddbi,jjuevb,29bqx7jkh,0,paypal,JCB 16 digit,47,0,failed
466,466,joshua00@hotmail.com,ys8gd1yz,jjuevb,29bqx7jkh,0,paypal,JCB 16 digit,47,1,failed
467,467,joshua00@hotmail.com,6x8h7znc,moxei5,29bqx7jkh,0,paypal,JCB 16 digit,24,0,fulfilled
468,468,joshua00@hotmail.com,miiyptdl,pupkd9,29bqx7jkh,0,paypal,JCB 16 digit,48,0,fulfilled
469,469,veronica42@stokes.com,6dwhx2bc,5m0otl,bdsvwrzwf,0,card,Mastercard,33,0,fulfilled
470,470,cindydeleon@yahoo.com,5ndeff4q,fng05a,vaf2bri7z,0,card,JCB 15 digit,14,1,fulfilled
471,471,cindydeleon@yahoo.com,efvuhjx7,fng05a,vaf2bri7z,0,card,JCB 15 digit,14,0,fulfilled
472,472,cindydeleon@yahoo.com,exdzrfbl,fng05a,i06wwil9n,0,card,Diners Club / Carte Blanche,14,1,fulfilled
473,473,cindydeleon@yahoo.com,n78bpcgi,fng05a,vaf2bri7z,0,card,JCB 15 digit,14,1,fulfilled
474,474,kyle64@stephens-ortiz.com,bb7h3ho1,r8icbb,kus94zksp,1,card,JCB 16 digit,50,0,fulfilled
475,475,kyle64@stephens-ortiz.com,atmrshug,u0pjxd,kus94zksp,1,card,JCB 16 digit,22,0,fulfilled
476,476,kyle64@stephens-ortiz.com,jv2aw7ft,u0pjxd,kus94zksp,1,card,JCB 16 digit,22,1,fulfilled
477,477,kyle64@stephens-ortiz.com,2ymlir6k,7vjixz,kus94zksp,1,card,JCB 16 digit,22,0,fulfilled
478,478,kyle64@stephens-ortiz.com,vn7ys0h2,670ajr,kus94zksp,1,card,JCB 16 digit,13,0,fulfilled
479,479,jordanthomas@hayes-wilson.biz,ut8a5hyw,rsdztj,fgfa24tpk,0,card,Mastercard,48,0,fulfilled
480,480,jordanthomas@hayes-wilson.biz,t4zal6wo,mk3o8e,fgfa24tpk,0,card,Mastercard,30,0,failed
481,481,jordanthomas@hayes-wilson.biz,4ibeew3x,ebz04t,pf64zbjh1,0,card,VISA 13 digit,47,0,fulfilled
482,482,jordanthomas@hayes-wilson.biz,vn79akmv,anb5hm,fgfa24tpk,0,card,Mastercard,26,0,fulfilled
486,486,jenniferperry@hotmail.com,090ujaux,ljcxnj,islfepdzb,0,card,Voyager,22,0,fulfilled
487,487,jenniferperry@hotmail.com,yypw7n1d,cktnv9,45ddgqcnf,0,card,Diners Club / Carte Blanche,15,0,fulfilled
488,488,jenniferperry@hotmail.com,s0yyt7of,d67lcv,45ddgqcnf,0,card,Diners Club / Carte Blanche,30,0,failed
489,489,jenniferperry@hotmail.com,4ozk9f09,wpgaj2,islfepdzb,0,card,Voyager,19,0,failed
490,490,lsanchez@hotmail.com,ogpqwzrl,cyrly6,8iizua67d,0,card,Maestro,40,0,fulfilled
491,491,lsanchez@hotmail.com,r8ka9avu,u5yw78,8iizua67d,0,card,Maestro,12,0,fulfilled
492,492,lsanchez@hotmail.com,q5ua8ylu,44e4nh,8iizua67d,0,card,Maestro,35,0,fulfilled
493,493,lsanchez@hotmail.com,3q7pfnul,v91d47,8iizua67d,0,card,Maestro,23,0,fulfilled
494,494,lsanchez@hotmail.com,nm9dlvgw,v91d47,8iizua67d,0,card,Maestro,23,1,fulfilled
500,500,cuevasvicki@gmail.com,i8w9h2cd,xtzm8c,eyvv5ubc3,0,card,Maestro,33,1,fulfilled
501,501,cuevasvicki@gmail.com,sjy0l8ad,xtzm8c,h5wy1uso1,0,card,JCB 16 digit,33,0,fulfilled
502,502,cuevasvicki@gmail.com,5pau86iw,ol00gi,h5wy1uso1,0,card,JCB 16 digit,37,0,fulfilled
503,503,cuevasvicki@gmail.com,qblmwgfm,imah49,eyvv5ubc3,0,card,Maestro,49,0,fulfilled
504,504,cuevasvicki@gmail.com,7dm6i2pb,vbcgbn,ssnalg5vb,0,paypal,Maestro,14,0,fulfilled
505,505,cuevasvicki@gmail.com,pihkylay,syx6hl,h5wy1uso1,0,card,JCB 16 digit,26,0,fulfilled
506,506,mitchellgriffith@yahoo.com,2t7q4sjh,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,0,fulfilled
507,507,mitchellgriffith@yahoo.com,aegdz9wr,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled
508,508,mitchellgriffith@yahoo.com,d4f44rhh,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled
509,509,mitchellgriffith@yahoo.com,p4bjmsol,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled
510,510,mitchellgriffith@yahoo.com,qybsml7x,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled
511,511,mitchellgriffith@yahoo.com,zjplyhca,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled
512,512,mitchellgriffith@yahoo.com,m8zl1qvt,1luqt9,4nf29mjz1,0,card,Diners Club / Carte Blanche,40,1,fulfilled
513,513,mitchellgriffith@yahoo.com,nb7tswnn,1luqt9,4nf29mjz1,0,card,Diners Club / Carte Blanche,40,0,fulfilled
514,514,mitchellgriffith@yahoo.com,0yqd9taf,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
515,515,mitchellgriffith@yahoo.com,91xu5lzd,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
516,516,mitchellgriffith@yahoo.com,e6kpuach,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
517,517,mitchellgriffith@yahoo.com,mv2yyjg1,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
518,518,mitchellgriffith@yahoo.com,naq0x1ex,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,0,pending
519,519,mitchellgriffith@yahoo.com,sffxzqww,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
520,520,mitchellgriffith@yahoo.com,ykdbfnin,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
528,528,victorgarcia@gmail.com,kzb8h607,gniwi1,4y1kp0vsv,0,card,Maestro,34,0,fulfilled
529,529,brittany60@yahoo.com,r53rt9lh,8s2s9r,lp97onnto,0,bitcoin,Diners Club / Carte Blanche,47,0,fulfilled
530,530,brittany60@yahoo.com,dl1cdscx,wbvdcq,qp0jwedbw,0,card,VISA 13 digit,34,0,failed
531,531,brittany60@yahoo.com,ahtln53x,cvzcou,qp0jwedbw,0,card,VISA 13 digit,43,0,fulfilled
532,532,brittany60@yahoo.com,pi3n5nzn,cvzcou,qp0jwedbw,0,card,VISA 13 digit,43,1,fulfilled
533,533,brittany60@yahoo.com,7zpfyxyn,w10bby,qp0jwedbw,0,card,VISA 13 digit,50,0,fulfilled
534,534,fharris@hotmail.com,cr54660y,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,1,failed
535,535,fharris@hotmail.com,ikfxbvy8,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,0,failed
536,536,fharris@hotmail.com,t9235lna,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,1,failed
537,537,fharris@hotmail.com,0eptxbrk,mchypz,orf4mjxo2,0,card,VISA 16 digit,29,0,fulfilled
538,538,mercedesfinley@roman.org,s7r7mdlh,lt844q,yq0785i1q,0,card,American Express,27,0,fulfilled
539,539,mercedesfinley@roman.org,xraiaun9,50o0jf,yq0785i1q,0,card,American Express,19,0,fulfilled
540,540,mercedesfinley@roman.org,r3ornrhq,kxbs9c,zim2ivw3x,0,card,Diners Club / Carte Blanche,37,0,fulfilled
541,541,mercedesfinley@roman.org,spnrmftf,ew151g,zim2ivw3x,0,card,Diners Club / Carte Blanche,25,0,fulfilled
542,542,mercedesfinley@roman.org,kzj11whl,d993dt,muqv21w62,0,apple pay,VISA 13 digit,22,0,fulfilled
553,553,thomasryan@conrad.net,6bvyi75n,wdeprg,zn4e11ck7,0,paypal,Diners Club / Carte Blanche,49,0,fulfilled
554,554,thomasryan@conrad.net,a2iekqhg,jtoc3i,zn4e11ck7,0,paypal,Diners Club / Carte Blanche,12,0,fulfilled
555,555,thomasryan@conrad.net,mijozk3a,jtoc3i,n5z9rxst8,0,apple pay,American Express,12,1,fulfilled
556,556,thomasryan@conrad.net,bgc001g0,szs0n9,zn4e11ck7,0,paypal,Diners Club / Carte Blanche,22,1,pending
557,557,thomasryan@conrad.net,oys0c9e5,szs0n9,n5z9rxst8,0,apple pay,American Express,22,0,pending
561,561,martinezlori@gmail.com,w3lp3m3e,k0vrw5,866s0p6rq,1,card,VISA 13 digit,10,0,fulfilled
562,562,martinezlori@gmail.com,4ccan7ny,saobql,866s0p6rq,1,card,VISA 13 digit,35,0,fulfilled
563,563,martinezlori@gmail.com,med79zy3,saobql,866s0p6rq,1,card,VISA 13 digit,35,1,fulfilled
564,564,martinezlori@gmail.com,fv5z6bnc,aaptkq,866s0p6rq,1,card,VISA 13 digit,44,0,fulfilled
565,565,martinezlori@gmail.com,q0cxhnip,aaptkq,866s0p6rq,1,card,VISA 13 digit,44,1,fulfilled
572,572,stevehernandez@gmail.com,7kxhp29x,3zk1ts,8ty2ztfnr,0,apple pay,Maestro,28,1,failed
573,573,stevehernandez@gmail.com,ziocjvea,3zk1ts,8ty2ztfnr,0,apple pay,Maestro,28,0,failed
574,574,stevehernandez@gmail.com,8c5f90a5,die097,8ty2ztfnr,0,apple pay,Maestro,44,0,fulfilled
575,575,stevehernandez@gmail.com,ds1cg5jj,voljhb,8ty2ztfnr,0,apple pay,Maestro,21,0,pending
576,576,stevehernandez@gmail.com,rayscslh,gqm9fm,8ty2ztfnr,0,apple pay,Maestro,20,0,fulfilled
577,577,stevehernandez@gmail.com,m1w4y3sd,frghsc,8ty2ztfnr,0,apple pay,Maestro,39,0,fulfilled
578,578,daniel98@lamb.com,lx8113ey,h1poms,oqkj50e71,0,card,Discover,16,0,fulfilled
579,579,ujackson@harris.com,apeqsf6w,xn5707,dby03chrc,0,card,Mastercard,15,0,failed
580,580,ujackson@harris.com,kwkd076c,iewgho,dby03chrc,0,card,Mastercard,12,0,fulfilled
581,581,ujackson@harris.com,ln2yqoc0,shluih,dby03chrc,0,card,Mastercard,21,0,fulfilled
582,582,ujackson@harris.com,o0acxutg,shluih,1phhc3468,0,card,VISA 13 digit,21,1,fulfilled
583,583,ujackson@harris.com,9a7cmr1e,spmink,1phhc3468,0,card,VISA 13 digit,14,1,fulfilled
584,584,brittanyhicks@jones.com,bi4lb6bp,gbnio0,ti77llxpi,1,card,Diners Club / Carte Blanche,33,0,fulfilled
585,585,brittanyhicks@jones.com,sw740j0n,gbnio0,ti77llxpi,1,card,Diners Club / Carte Blanche,33,1,fulfilled
592,592,patrickcalderon@russo.net,vo7nj6b8,kbhr9h,sptgc1wgt,0,apple pay,American Express,16,0,fulfilled
593,593,patrickcalderon@russo.net,jyjpu7xe,0nzjdh,sptgc1wgt,0,apple pay,American Express,47,0,fulfilled
594,594,patrickcalderon@russo.net,s3t5yx6o,0nzjdh,sptgc1wgt,0,apple pay,American Express,47,1,fulfilled
616,616,dawn05@tucker-brown.com,6incxb5x,ow1cih,3zmkegkb8,0,paypal,JCB 15 digit,23,0,fulfilled
617,617,dawn05@tucker-brown.com,wpd29k0c,ak5a9n,7yen1m1q8,0,card,VISA 13 digit,32,0,fulfilled
618,618,dawn05@tucker-brown.com,7yilsi1o,1bubxa,7yen1m1q8,0,card,VISA 13 digit,25,1,fulfilled
619,619,dawn05@tucker-brown.com,c82k5bcv,1bubxa,7yen1m1q8,0,card,VISA 13 digit,25,0,fulfilled
620,620,dawn05@tucker-brown.com,wmh52bns,1bubxa,3zmkegkb8,0,paypal,JCB 15 digit,25,1,fulfilled
621,621,dawn05@tucker-brown.com,xdw33hfp,p0gdbf,3zmkegkb8,0,paypal,JCB 15 digit,19,0,fulfilled
622,622,dawn05@tucker-brown.com,wgmajf82,5lmvrj,f0xnu5om9,0,card,JCB 16 digit,27,0,fulfilled
